Facility_name,Million_gallons_per_day_flow,GHGI_emissions_mol_per_s,Moore_Emissions_mol_per_s,longitude,latitude,Source
LOCH SHELDRAKE WWTP,0.0,0.0,0.0,-74.652602,41.767817,Discharge Monitoring Reports
LOCKPORT (C) WWTP,,,,-78.70412,43.18433,Discharge Monitoring Reports
LOG COLLEGE STP,4.03960416666667,0.05239123569167259,0.0573167907250061,-75.108308,40.230843,Discharge Monitoring Reports
LOGAN TOWNSHIP MUA,1.36508333333333,0.01770430955725418,0.01430441738239078,-75.377619,39.787893,Discharge Monitoring Reports
LOGAN TWP STP,0.6,0.009267588290886667,0.004997191930006617,-78.3498,40.5754,Clean Watershed Needs Survey
LOGAN TWP STP,0.564416666666667,0.007320144596256819,0.00462122398083513,-78.352005,40.574478,Discharge Monitoring Reports
LOGANTON BOROUGH AUTHORITY,0.0301666666666667,0.0003912435174730503,0.00010897062298231353,-77.306918,41.028127,Discharge Monitoring Reports
LONG BEACH (C) WPCP,4.78916666666667,0.062112610356840306,0.07126136419846925,-73.665306,40.593083,Discharge Monitoring Reports
LONG BRANCH CITY SEWER AUTH,3.92975,0.0509664932416481,0.05533027989720891,-73.98603,40.31294,Discharge Monitoring Reports
LONG HILL TOWNSHIP STP,1.22366666666667,0.015870220471199667,0.012436704474079888,-74.49081,40.66922,Discharge Monitoring Reports
LONG POND SCHOOL WWTF,0.002,2.593879673854474e-05,3.385157203170845e-06,-74.709441,41.031681,Discharge Monitoring Reports
LOUNSBERRY HOLLOW MIDDLE SCH STP,0.0076609166666666,9.935748012379732e-05,1.8869943266489767e-05,-74.497288,41.223077,Discharge Monitoring Reports
LOWER ALLEN TWP STP,4.95,0.076457603399815,0.07433733178381766,-76.8583,40.2259,Clean Watershed Needs Survey
LOWER ALLEN TWP STP,7.8545,0.10186813949144982,0.13419524437611344,-76.858889,40.226111,Discharge Monitoring Reports
LOWER BUCKS WWTP,7.875,0.10213401215801991,0.13464350004384262,-74.828734,40.133475,Discharge Monitoring Reports
LOWER FREDERICK TWP STP,0.14125,0.0018319275196597223,0.0007853717595510674,-75.459063,40.270843,Discharge Monitoring Reports
LOWER LACKAWANNA VALLEY SANITARY AUTHORITY,4.02150833333333,0.052156543620348536,0.056988510548738804,-75.780179,41.348611,Discharge Monitoring Reports
LOWER LACKAWANNA VLY STP,5.4,0.08340829461798001,0.0830906978614849,-75.7827,41.3498,Clean Watershed Needs Survey
LOWER MAHANOY TWP MUN AUTH,0.0374416666666667,0.00048559589060950673,0.00014366457295350373,-76.906608,40.649178,Discharge Monitoring Reports
LOYSVILLE STP,0.134766666666667,0.001747842586898944,0.0007395517283522553,-77.340895,40.36078,Discharge Monitoring Reports
LRBSA - THROOP PLANT,7.25833333333333,0.09413621649696859,0.12130489686264581,-75.63191,41.4494,Discharge Monitoring Reports
LRBSA ARCHBALD STP,6.0,0.09267588290886666,0.09508084439475163,-75.5424,41.5134,Clean Watershed Needs Survey
LRBSA ARCHBALD STP,3.5975,0.04665741063345735,0.049417534944478675,-75.54685,41.52574,Discharge Monitoring Reports
LRBSA CLINTON TWP STP,0.7,0.010812186339367778,0.006086610955485467,-75.6333,41.4482,Clean Watershed Needs Survey
LRBSA THROOP STP,5.0,0.07722990242405554,0.07529933776825676,-75.6319,41.4494,Clean Watershed Needs Survey
LRBSA/ CLINTON TWP PLANT,0.5075,0.0065819696724057275,0.004033635010062154,-75.461275,41.645927,Discharge Monitoring Reports
LUDLOW WASTEWATER TREATMENT FACILITY,0.40725,0.005281787485886173,0.0030438353477853504,-72.679281,43.392349,Discharge Monitoring Reports
LUZERNE TWP SEW AUTH WWTF,0.323425,0.004194627667581916,0.0022665875746933337,-79.968525,40.00978,Discharge Monitoring Reports
LYKENS BORO AUTH - STP,0.294416666666667,0.003818407036553278,0.002009833158472814,-76.713269,40.569178,Discharge Monitoring Reports
LYNDONVILLE (V) WWTP,0.0492821917808219,0.0006391603777163599,0.0002041844877568903,-78.38475,43.32575,Discharge Monitoring Reports
LYNN TWP WWTP,0.0772316666666667,0.0010016482517228543,0.0003627723227814921,-75.76658,40.67936,Discharge Monitoring Reports
LYONS (T) WWTP,0.528282191780822,0.006851502196597826,0.0042461552395875925,-76.980556,43.06425,Discharge Monitoring Reports
LYONS BORO MUN AUTH WTP,0.240014333333333,0.0031128415033353242,0.0015475614287484573,-75.746111,40.4875,Discharge Monitoring Reports
La Grange (T) Noxon Knolls SD STP,0.033,0.0005097173559987666,0.0001222327613352256,-73.846,41.6514,Clean Watershed Needs Survey
La Grange (T) Titusville SD STP,0.43,0.006641771608468777,0.003263049310626773,-73.79661639,41.66206997,Clean Watershed Needs Survey
Lake George (V) STP,1.75,0.027030465848419446,0.0196556250263897,-73.717722,43.409639,Clean Watershed Needs Survey
Lake Pleasant (T) Lake Pleasant Lake SD,0.0,0.0,0.0,-74.38979523,43.472637244,Clean Watershed Needs Survey
Lambertville City SA - CS/STP,1.5,0.023168970727216666,0.016137540493300077,-74.94442506,40.35943934,Clean Watershed Needs Survey
Le Roy (V) WWTP,1.0,0.015445980484811111,0.009606208291357922,-77.985472,42.990417,Clean Watershed Needs Survey
Lenox Sewerage Collection System and WWTF,1.18,0.018226256972077113,0.011871769811969878,-73.24545,42.34831,Clean Watershed Needs Survey
Lewis Twp STP,0.034,0.0005251633364835778,0.00012699148065413638,-77.14065,40.88208,Clean Watershed Needs Survey
"Lewisboro, (T) Wild Oaks WWTP",0.06,0.0009267588290886667,0.00026263888740455526,-73.662556,41.303472,Clean Watershed Needs Survey
Lewiston (T) Master SD WWTP & Sewers,2.75,0.042476446333230555,0.03504449045259027,-79.04443,43.17405,Clean Watershed Needs Survey
Liberty (T) Loomis WWTP,0.08,0.0012356784387848889,0.0003794910401622186,-74.7469,41.8014,Clean Watershed Needs Survey
Liberty (T) Swan Lake S.D.,0.43,0.006641771608468777,0.003263049310626773,-74.7845,41.7476,Clean Watershed Needs Survey
Liberty (V) STP,2.0,0.030891960969622222,0.023317384900542904,-74.7318,41.7846,Clean Watershed Needs Survey
Lima (V) WWTP,0.2,0.0030891960969622223,0.0012254986626968037,-77.60518,42.91545,Clean Watershed Needs Survey
Linden Roselle SA - CS-CSO/STP,11.4,0.17608417752684666,0.2161330529949719,-74.21994,40.60946,Clean Watershed Needs Survey
Little Falls (C) WWTP & Collection System,1.9,0.029347362921141113,0.02183635556597354,-74.84378,43.0387,Clean Watershed Needs Survey
Little Valley (V) WWTP,0.185,0.0028575063896900555,0.001109163812463131,-78.7887,42.2486,Clean Watershed Needs Survey
Livingston (Co) Groveland Station WWTP,0.065,0.0010039887315127223,0.0002909594864834817,-77.7705,42.663333,Clean Watershed Needs Survey
Livingston Township CS - STP,4.6,0.0710515102301311,0.06768033474660984,-74.3422,40.808,Clean Watershed Needs Survey
Logan Township MUA - CS/STP,2.0,0.030891960969622222,0.023317384900542904,-75.37740644,39.78754131,Clean Watershed Needs Survey
Long Branch City SA - CS/STP,5.4,0.08340829461798001,0.0830906978614849,-73.9854,40.31223,Clean Watershed Needs Survey
Long Hill Township - CS/STP,0.55,0.008495289266646111,0.0044707521304922036,-74.49029937,40.66499598,Clean Watershed Needs Survey
Lower Alloways Creek Township - Hancocks Bridge TP,0.05,0.0007722990242405556,0.00020799704104064963,-75.45925794,39.50639963,Clean Watershed Needs Survey
Lower Alloways Creek Township CS - STP,0.05,0.0007722990242405556,0.00020799704104064963,-75.45929013,39.50639135,Clean Watershed Needs Survey
Ludlow WWTF,1.05,0.016218279509051668,0.010224942847582788,-72.679281,43.392349,Clean Watershed Needs Survey
Lumberland (T) Mohican Lake SD,0.0,0.0,0.0,-74.8203454,41.51499559,Clean Watershed Needs Survey
Lyndonville (V) WWTP,0.15,0.002316897072721667,0.0008481454664881528,-78.385952,43.326676,Clean Watershed Needs Survey
Lyons (T) WWTP,0.75,0.011584485363608333,0.00664828307076811,-76.979722,43.058333,Clean Watershed Needs Survey
Lyons (V) WWTP,0.75,0.011584485363608333,0.00664828307076811,-76.980556,43.06425,Clean Watershed Needs Survey
MACEDON - V STP,0.215854794520548,0.002799506820054418,0.0013511403079544213,-77.288861,43.070778,Discharge Monitoring Reports
MACOBY CREEK STP,0.162833333333333,0.0021118503677965135,0.0009420683356937657,-75.48052,40.39189,Discharge Monitoring Reports
MADISON TWP MUNI AUTH JERSEYTOWN SEW SYS STP,0.0237964166666667,0.00030862520751119294,8.044785523322487e-05,-76.5811,41.0893,Discharge Monitoring Reports
MADISON TWP SFTF,0.001,1.296939836927237e-05,1.3946042976668711e-06,-76.529927,41.087783,Discharge Monitoring Reports
MAHAFFEY BORO STP,0.1032,0.0013384419117089086,0.0005256375138284286,-78.731696,40.882008,Discharge Monitoring Reports
MAHANOY CITY MUNICIPAL AUTHORI,0.727715833333333,0.009438036542127014,0.006396619421940847,-76.156327,40.808421,Discharge Monitoring Reports
MAHANOY CITY STP,1.38,0.02131545306903933,0.014504697849201362,-76.128,40.8133,Clean Watershed Needs Survey
MAHOPAC (V) STP,,,,-73.72375,41.379111,Discharge Monitoring Reports
MAIDENCREEK TWP STP,0.796291666666667,0.010327423843131848,0.007177728039764182,-75.920833,40.429444,Discharge Monitoring Reports
MAINLAND STP,0.824,0.010686784256280432,0.0074988047922153,-75.359538,40.256288,Discharge Monitoring Reports
MALDEN-ON-HUDSON SD STP,,,,-73.930944,42.099278,Discharge Monitoring Reports
MAMARONECK (V) SANITARY SD,15.553698630137,0.2017221136498527,0.32162120785014287,-73.733694,40.946833,Discharge Monitoring Reports
MANCHESTER TOWN WATER & SEWER DEPT,0.299916666666667,0.0038897387275842765,0.00205799268427218,-73.05658,43.16013,Discharge Monitoring Reports
MANCHESTER WPCF,6.65,0.1027157702239939,0.10845332195079942,-72.5611,41.7773,Clean Watershed Needs Survey
MANCHESTER WWTP,0.17535119047619,0.0022741994438118677,0.0010356994960311033,-76.88045,39.65748,Discharge Monitoring Reports
MANCHESTER-SHORTVILLE JNT STP,0.339446575342466,0.004402417860701669,0.002411217867443685,-77.22898,42.96967,Discharge Monitoring Reports
MANHEIM BORO STP,0.87,0.013438003021785666,0.00803849834851196,-76.4042,40.1528,Clean Watershed Needs Survey
MANHEIM STP,1.09560525,0.014209340942716248,0.01079652891318396,-76.404444,40.152667,Discharge Monitoring Reports
MANNS CHOICE HARRISON TWP STP,0.0241666666666667,0.00031342712725741605,8.20526979208728e-05,-78.593908,40.006748,Discharge Monitoring Reports
MANSFIELD BORO STP,1.0,0.015445980484811111,0.009606208291357922,-77.0772,41.8073,Clean Watershed Needs Survey
MAPLE SHADE TWP UTIL AUTH PARK AVENUE POTW,3.13583333333333,0.04066987171964324,0.04145430250739581,-75.018773,39.967727,Discharge Monitoring Reports
MAPLETON AREA STP,0.0313164166666667,0.0004061550832481212,0.00011431215597554415,-77.945532,40.397794,Discharge Monitoring Reports
MARATHON (V) STP,,,,-76.033861,42.433972,Discharge Monitoring Reports
MARCELLUS (V) WPCP,0.248,0.003216410795579548,0.0016137396235925139,-76.34132,42.98245,Discharge Monitoring Reports
MARIAVILLE LAKE SD#2,,,,-74.138,42.831472,Discharge Monitoring Reports
MARIENVILLE STP,0.405916666666667,0.005264494954727147,0.0030310916598072805,-79.118611,41.456944,Discharge Monitoring Reports
MARIETTA DONEGAL STP,0.630333333333333,0.008175044105431347,0.005322661186852189,-76.535556,40.056667,Discharge Monitoring Reports
MARION (T) STP,0.0770684931506849,0.0009995319893907715,0.0003617920311360347,-77.178111,43.1335,Discharge Monitoring Reports
MARION CENTER STP,0.0475833333333333,0.0006171272057378765,0.0001952231850153456,-79.0567,40.765897,Discharge Monitoring Reports
MARKLESBURG STP,0.006,7.781639021563422e-05,1.3803589324417128e-05,-78.17203,40.38235,Discharge Monitoring Reports
MARKLEYSBURG AREA STP,0.0455441666666667,0.0005906804408965361,0.00018458446374713215,-79.444204,39.75091,Discharge Monitoring Reports
MARLBORO PSYCHIATRIC HOSPITAL,0.126366666666667,0.0016388996405970562,0.0006810990959758772,-74.239766,40.343175,Discharge Monitoring Reports
MARLBORO WWTP,0.113972602739726,0.00147815608811433,0.0005968341174648105,-73.964806,41.603556,Discharge Monitoring Reports
MARLOWE GARDEN APTS-PHASE I,0.01,0.00012969398369272372,2.6534933233701082e-05,-77.8875,39.583926,Discharge Monitoring Reports
MARSH CREEK WWTP,0.0059320788530465,7.693549380309639e-05,1.360399334608471e-05,-76.972416,42.880901,Discharge Monitoring Reports
MARTINSBURG STP,0.512666666666667,0.006648978230646974,0.0040862466444894245,-78.338323,40.310296,Discharge Monitoring Reports
MARYSVILLE STP,0.330833333333333,0.004290709293834271,0.0023332213419528223,-76.927333,40.343056,Discharge Monitoring Reports
MASONTOWN WWTP,0.2,0.0030891960969622223,0.0012254986626968037,-79.8128,39.5231,Clean Watershed Needs Survey
MATSUNK STP,3.19991666666667,0.04150099399847419,0.04254120055979022,-75.329524,40.093532,Discharge Monitoring Reports
MATTABASSETT DISTRICT,19.2575,0.24975818909626268,0.4226946274054997,-72.650828,41.586897,Discharge Monitoring Reports
MAWC FURNACE RUN,0.5766,0.007478155099722448,0.004749226716876733,-79.2495,40.2481,Discharge Monitoring Reports
MAYBROOK (V) STP,0.348106849315068,0.0045147364038393865,0.002490199736535048,-74.206639,41.498444,Discharge Monitoring Reports
MAYFIELD (V) WWTP,0.0724328767123288,0.0009394108331145838,0.00033418842162549674,-74.262583,43.094472,Discharge Monitoring Reports
MCALISTERVILLE STP,0.0711666666666667,0.0009229888506132175,0.0003267326894815837,-77.27792,40.62326,Discharge Monitoring Reports
MCCANDLESS TWP - A&B STP,0.4,0.006178392193924445,0.0029746829494535767,-79.984,40.3937,Clean Watershed Needs Survey
MCCANDLESS TWP - PINE CREEK STP,6.0,0.09267588290886666,0.09508084439475163,-79.982336,40.593621,Clean Watershed Needs Survey
MCCANDLESS TWP SAN AUTH - PINE CREEK STP,3.8797,0.05031737485326602,0.054430323482436205,-79.98313,40.59673,Discharge Monitoring Reports
MCCLURE MUNI AUTH SEW SYS STP,0.2285,0.002963507527378737,0.0014532226757761593,-77.318288,40.710567,Discharge Monitoring Reports
MCCONNELLSBURG STP,0.304,0.003942697104258801,0.00209390766769814,-78.00022,39.93067,Discharge Monitoring Reports
MCVEYTOWN STP,0.0368333333333333,0.0004777061732681986,0.00014068509185385646,-77.738497,40.495737,Discharge Monitoring Reports
MEADOWBROOK RD STP,4.04575,0.052470943452483695,0.057428377114816624,-79.7256,40.41249,Discharge Monitoring Reports
MEADOWBROOK-LIMESTONE WWTP,,,,-76.00825,43.054472,Discharge Monitoring Reports
MEADOWVIEW WWTP,0.181520833333333,0.0023542159998222907,0.0010825475684579007,-75.79708,39.65404,Discharge Monitoring Reports
MECHANICSBURG STP,2.09,0.03228209921325522,0.024668150695768172,-77.0281,40.2088,Clean Watershed Needs Survey
MECHANICSBURG STP,1.20233333333333,0.015593539972655104,0.012159989490290847,-77.025962,40.211224,Discharge Monitoring Reports
MEDFORD LAKES BOROUGH STP,0.401,0.005200728746078221,0.002984200547932099,-74.80771,39.86476,Discharge Monitoring Reports
MEDFORD TWP STP,1.16270833333333,0.015079627562272687,0.011649657604452447,-74.80697,39.91938,Discharge Monitoring Reports
MEDINA (V) WWTP,1.78216438356164,0.023113599849939635,0.020118994975280986,-78.385,43.209722,Discharge Monitoring Reports
MENDHAM BORO,0.385416666666667,0.0049986222881570645,0.00283664595064205,-74.60123,40.77577,Discharge Monitoring Reports
MERCER COUNTY CORRECTION CTR WTP,0.0799166666666667,0.001036471086344351,0.00037898537594069224,-74.918681,40.329894,Discharge Monitoring Reports
MERCERSBURG STP,0.241526900083333,0.0031324585840761896,0.001560049689838994,-77.899639,39.833444,Discharge Monitoring Reports
MERIDEN WATER POLLUTION CONTROL FACILITY,12.1833333333333,0.1580105034656346,0.2353126914740734,-72.82825,41.51139,Discharge Monitoring Reports
MERIDEN WPCF,7.6,0.11738945168456445,0.12865771748667623,-72.8279,41.5134,Clean Watershed Needs Survey
MESHOPPEN BORO - WWTP,0.0109833333333333,0.00014244722542250778,2.9917957759572285e-05,-76.04808,41.61048,Discharge Monitoring Reports
METAL TWP MUNI AUTH - FANNETTSBURG STP,0.0166,0.00021529201292992136,5.074777708116658e-05,-77.816389,40.060833,Discharge Monitoring Reports
METROPOLITAN SYRACUSE WWTP,33.4761859106183,0.4341659909586316,0.8575291348896223,-76.17581,43.06279,Discharge Monitoring Reports
MEXICO - V STP,0.304317808219178,0.003946818885658349,0.002096708632242677,-76.238583,43.466611,Discharge Monitoring Reports
MEYERSDALE STP,0.474416666666667,0.006152898743022305,0.0037003406810474926,-79.0255,39.8145,Discharge Monitoring Reports
MID-CAMERON AUTH - EMPORIUM STP,0.455,0.007027921120589056,0.003507705031513243,-78.2378,41.5117,Clean Watershed Needs Survey
MID-CAMERON AUTHORITY,0.797333333333333,0.010340933633099833,0.00718974288178022,-78.227759,41.507784,Discharge Monitoring Reports
MID-CENTRE COUNTY AUTHORITY WWTP,0.661583333333333,0.008580337804471108,0.005662572829159831,-77.76307,40.95718,Discharge Monitoring Reports
MIDDLE SMITHFIELD TWP STP,1.0,0.015445980484811111,0.009606208291357922,-75.1791,41.0197,Clean Watershed Needs Survey
MIDDLE SMITHFIELD TWP WWTP,0.382416666666667,0.004959714093049247,0.0028084285045286857,-75.17905,41.01966,Discharge Monitoring Reports
MIDDLEBURG BORO WWTP,0.358333333333333,0.0046473677489892624,0.0025841740653380772,-77.04218,40.79341,Discharge Monitoring Reports
MIDDLEBURGH (V) WWTP,0.0558333333333333,0.0007241247422843735,0.00023953499346765115,-74.337833,42.594389,Discharge Monitoring Reports
MIDDLEPORT STP,0.383547945205479,0.004974386095085708,0.0028190618652433955,-78.47946,43.22408,Discharge Monitoring Reports
MIDDLESEX COUNTY UTILITIES AUTHORITY,56.39,0.731344374043269,1.6710220064655266,-74.3042,40.4911,Discharge Monitoring Reports
MIDDLETOWN CITY OF SEWAGE TREATMENT PLT,0.125,0.0016211747961590464,0.0006716893646059418,-74.42593,41.42846,Discharge Monitoring Reports
MIDDLETOWN TWP SLF BELFORD SECTION,7.53333333333333,0.09770280104851847,0.12721562689404894,-74.081111,40.430278,Discharge Monitoring Reports
MIDDLETOWN WPCF,3.8475,0.04989976022577545,0.05385304017434971,-72.639241,41.558597,Discharge Monitoring Reports
MIDPOINT PK SD WWTP-ROYAL RDG.,0.0757452054794521,0.0009823697444254066,0.00035386365335029856,-73.863528,41.61575,Discharge Monitoring Reports
MIFFLINBURG WWTF,0.4,0.006178392193924445,0.0029746829494535767,-77.0423,40.924,Clean Watershed Needs Survey
MIFFLINBURG WWTP,0.912083333333333,0.011829172095973837,0.008539284495238763,-77.04232,40.92396,Discharge Monitoring Reports
MILFORD - HOUSATONIC WPCF,6.0,0.09267588290886666,0.09508084439475163,-73.1023,41.2237,Clean Watershed Needs Survey
MILFORD - HOUSATONIC WPCF,6.94166666666667,0.09002924034669908,0.11457581615120917,-73.108164,41.223153,Discharge Monitoring Reports
MILFORD BEAVER BROOK WPCF,2.10833333333333,0.027343814895215868,0.024945327946483804,-73.099537,41.188325,Discharge Monitoring Reports
MILFORD BORO SEWER AUTH,0.222333333333333,0.0028835295707682193,0.0014032375790228593,-75.09259,40.56505,Discharge Monitoring Reports
MILFORD-TRUMBAUERSVILLE WWTP,0.661166666666667,0.00857493388848392,0.005658010622713663,-75.409338,40.418619,Discharge Monitoring Reports
MILL CREEK STP,0.111716666666667,0.001448897954487216,0.0005817622553575513,-77.931112,40.430354,Discharge Monitoring Reports
MILLBROOK SEWAGE TREATMENT PLANT,,,,-73.697413,41.788292,Discharge Monitoring Reports
MILLERSBURG BORO STP,0.7,0.010812186339367778,0.006086610955485467,-76.968,40.5331,Clean Watershed Needs Survey
MILLERSBURG STP,0.46675,0.006053466688857879,0.0036240101628743984,-76.968,40.5331,Discharge Monitoring Reports
MILLERSTOWN STP,0.0735,0.0009532507801415192,0.000340500248618475,-77.148056,40.536389,Discharge Monitoring Reports
MILLERSVILLE STP,0.681083333333333,0.00883324107267192,0.005876975863992878,-76.348333,39.985,Discharge Monitoring Reports
MILLHEIM BORO COUNCIL,0.0883166666666667,0.0011454140326462386,0.00043067907407839023,-77.4681,40.88548,Discharge Monitoring Reports
MILLVILLE BORO WWTP,0.220333333333333,0.0028575907740296743,0.0013871086868689306,-76.529672,41.137585,Discharge Monitoring Reports
MILTON REGIONAL STP,2.58,0.039850629650812666,0.03229718473158871,-76.8522,41.0203,Clean Watershed Needs Survey
MILTON WASTEWATER TREATMENT PLANT,1.810842,0.02348553128180992,0.020534109617277432,-76.86178,41.00634,Discharge Monitoring Reports
MILTON WWTF,0.0305013698630137,0.0003955844165619433,0.00011051982438828166,-73.95573,41.65363,Discharge Monitoring Reports
MINERSVILLE BOROUGH MUNICIPAL AUTHORITY,0.497,0.006445790989528369,0.003927176164410086,-76.255198,40.685841,Discharge Monitoring Reports
MINERSVILLE STP,0.8,0.01235678438784889,0.007220520853362259,-76.2683,40.7251,Clean Watershed Needs Survey
MINETTO SD WPCP,0.154090410958904,0.001998459924610919,0.0008778471882679729,-76.478778,43.404667,Discharge Monitoring Reports
MINOA (V) STP,,,,-75.994167,43.0775,Discharge Monitoring Reports
MOHAWK VIEW WATER TREATMENT PLANT,,,,-73.778972,42.790944,Discharge Monitoring Reports
MOLITOR WATER POLLUTION CONTROL FACILITY,2.53858333333333,0.03292389854359531,0.031635369845486525,-74.370502,40.749748,Discharge Monitoring Reports
MON VALLEY SEWAGE AUTHORITY,4.00825,0.051984591013635985,0.05674825014259349,-79.86493,40.16476,Discharge Monitoring Reports
MONMOUTH CNTY BAYSHORE OUTFALL AUTH BELFORD PUMP STATION,16.0425,0.208061573339052,0.3346087421760455,-74.083738,40.428465,Discharge Monitoring Reports
MONONGAHELA STP,1.28183333333333,0.016624607143012258,0.013198000481638536,-79.938653,40.208356,Discharge Monitoring Reports
MONROE TWP STP,0.0034833333333333,4.517673765296499e-05,6.884328130211794e-06,-79.39291,41.176234,Discharge Monitoring Reports
MONROE VALLEY/CAMP STRAUSS STP,0.0287366666666667,0.0003726972778049908,0.00010240623245420203,-76.51089,40.46583,Discharge Monitoring Reports
MONROE WASTEWATER TREATMENT FACILITY,0.01146,0.00014862930531186135,3.158907041427476e-05,-72.941875,42.721141,Discharge Monitoring Reports
MONT ALTO STP,0.247441666666667,0.0032091695481567084,0.0016090930393805982,-77.569521,39.834599,Discharge Monitoring Reports
MONTAGUE WASTEWATER TREATMENT FACILITY,0.784083333333333,0.010169089104706973,0.0070372424325726695,-72.57232,42.5808,Discharge Monitoring Reports
MONTGOMERY (V) STP,0.354655342465753,0.004599666420229071,0.0025502884254463725,-74.24128,41.52539,Discharge Monitoring Reports
MONTGOMERY CO SD#1 STP,0.717912328767123,0.009310890985992854,0.006286580959287647,-74.61,42.922333,Discharge Monitoring Reports
MONTGOMERY RUN BACKWASH TRMT FAC,0.0203333333333333,0.00026371110017520447,6.57854554771808e-05,-78.503746,41.025057,Discharge Monitoring Reports
MONTGOMERY TWP MUA CHERRY VALLEY STP,0.199666666666667,0.002589556541064721,0.0012228861670404477,-74.710661,40.394828,Discharge Monitoring Reports
MONTGOMERY TWP MUA PIKE BROOK STP,0.618666666666667,0.008023734457789845,0.005196950796879028,-74.647463,40.449966,Discharge Monitoring Reports
MONTGOMERY-T STP DIST # 1,0.0460834203666667,0.0005976742369539402,0.00018738516195156344,-74.253028,41.497639,Discharge Monitoring Reports
MONTICELLO (V) STP,0.03503,0.0004543180248756111,0.00013193400446858037,-74.666417,41.642333,Discharge Monitoring Reports
MONTOUR FALLS (V) STP,0.257013698630137,0.0033333130438943596,0.0016891550830387886,-76.84959,42.34553,Discharge Monitoring Reports
MONTOUR TOWNSHIP STP,0.0651222222222222,0.0008445960426922815,0.00029165961616096144,-76.47568,40.98202,Discharge Monitoring Reports
MONTOURSVILLE REGIONAL SEWER SYSTEM WWTP,0.673166666666667,0.008730566668915187,0.005789722240998605,-76.87166,41.24276,Discharge Monitoring Reports
MONTOURSVILLE STP,0.61,0.009422048095734778,0.005103993048755538,-76.8744,41.2853,Clean Watershed Needs Survey
MONTROSE BORO - WWTP,0.515916666666667,0.006691128775347109,0.0041194171293593785,-75.8821,41.82306,Discharge Monitoring Reports
MONTVILLE WATER POLLUTION CONTROL FACILITY,1.603,0.02078994558594361,0.01756860121055628,-72.10547,41.43932,Discharge Monitoring Reports
MOORESBURG WASTEWATER TREATMENT PLANT,0.0037666666666666,4.8851400524258396e-05,7.608720306911044e-06,-76.703293,40.982587,Discharge Monitoring Reports
MOORESTOWN TWP UTIL AUTH WWTP,2.305,0.029894463241172814,0.027960260837044136,-74.987425,39.96261,Discharge Monitoring Reports
MORAVIA (V) STP,,,,-76.43325,42.709278,Discharge Monitoring Reports
MORGAN CO SEWER,1.246,0.019245691684074643,0.012727837750647845,-78.22403,39.607275,Clean Watershed Needs Survey
MORGANTOWN - CHEAT LAKE WWTP,0.75,0.011584485363608333,0.00664828307076811,-79.8673,39.6809,Clean Watershed Needs Survey
MORGANTOWN - STAR CITY WWTP,11.0,0.16990578533292222,0.20647878435995165,-79.992268,39.65673,Clean Watershed Needs Survey
MORGANTOWN UTILITY BOARD - MONONGALIA COUNTY HOUSEHOLD HAZ WASTE DAY,,,,-79.955386,39.605882,Discharge Monitoring Reports
MORGANTOWN WWTP,3.97041666666667,0.05149391544199856,0.05606387670661074,-79.992268,39.65673,Discharge Monitoring Reports
MORRISTOWN  SEWER UTILITY,2.61225,0.03387931089013175,0.032814583272968226,-74.457216,40.806156,Discharge Monitoring Reports
MORRISVILLE (V) WWTF,0.0561666666666667,0.0007284478750741319,0.0002413660881621437,-75.648333,42.893333,Discharge Monitoring Reports
MORRISVILLE WATER FILTRATION PLANT,0.04,0.0005187759347708949,0.00015634128750078937,-74.78451,40.22115,Discharge Monitoring Reports
MOSCOW SEW AUTH STP,0.213416666666667,0.002767885768642216,0.0013316462277758673,-75.517392,41.342777,Discharge Monitoring Reports
MOSHANNON VALLEY JT. AUTH.,1.1265,0.014610027262985326,0.011187555023738105,-78.224149,40.9089,Discharge Monitoring Reports
MOSHANNON VALLEY STP,1.77,0.027339385458115668,0.019943474080210664,-78.224149,40.9089,Clean Watershed Needs Survey
MOUNT JOY BORO STP,1.3,0.020079774630254444,0.013437774967965178,-76.5023,40.1097,Clean Watershed Needs Survey
MOUNT LAUREL TWP MUA CHURCH STREET BOOSTER STATION,4.10183333333333,0.05319831054436034,0.05844883200289855,-74.92752,39.92029,Discharge Monitoring Reports
MOUNT MORRIS (V) STP,0.40925,0.005307726282624718,0.003062972736120535,-77.87309,42.72404,Discharge Monitoring Reports
MOUNT UNION BORO,1.2,0.018535176581773335,0.0121298064876105,-77.8731,40.3842,Clean Watershed Needs Survey
MOUNT UNION BOROUGH,0.685083333333333,0.008885118666149008,0.005921169976915431,-77.878185,40.386554,Discharge Monitoring Reports
MOUNTAIN DALE WWTP,0.0655755102040816,0.0008504749151050197,0.00029425940325332277,-74.531694,41.688194,Discharge Monitoring Reports
MOUNTAINTOP AREA JOINT SANITARY AUTHORITY,3.21583333333333,0.04170742358918503,0.0428121071822731,-75.958924,41.113231,Discharge Monitoring Reports
MOUNTAINTOP CLARENCE STP,0.118333333333333,0.001534712140363893,0.0006262039579769024,-77.93187,41.05053,Discharge Monitoring Reports
MOUNTAINTOP MOSHANNON,0.0225,0.00029181146330862833,7.488394072940934e-05,-78.028889,41.031111,Discharge Monitoring Reports
MT CARMEL MUNI SEW COLL SYS & STP,0.914102333333333,0.011855357311281399,0.008563475428330287,-76.41226,40.79481,Discharge Monitoring Reports
MT GRETNA AUTH STP,0.0948333333333333,0.001229931278685996,0.00047174758261709493,-76.483389,40.239461,Discharge Monitoring Reports
